Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000285770,AC018653.4,0.0015334389868842614,-0.02529322474775242,1,0.0009369260398515787,0.02529322474775242,1
ENSG00000255572,AC018653.1,0.0003066877973768523,-0.6102557254689085,1,0,0.6102557254689085,1
ENSG00000139197,PEX5,0.016561141058350024,-0.7830923223311244,0.15708211725071541,0.02810778119554736,0.7830923223311244,0.15708211725071541
ENSG00000177675,CD163L1,0,-3.1952182261900646,0.15708211725071541,0.0018738520797031573,3.1952182261900646,0.15708211725071541
ENSG00000177575,CD163,0.0006133755947537046,-8.378440050245834,0.00000000000000000000000000000000000000000000000000000000000000000000024539426159764338,0.30543788899161467,8.378440050245834,0.00000000000000000000000000000000000000000000000000000000000000000000024539426159764338
ENSG00000198178,CLEC4C,0.0003066877973768523,-5.858183238912494,0.0000000000007468658766581923,0.034666263474508414,5.858183238912494,0.0000000000007468658766581923
ENSG00000111704,NANOG,0.0006133755947537046,-1.6102557254689085,0.467856963699994,0.0018738520797031573,1.6102557254689085,0.467856963699994
ENSG00000173262,SLC2A14,0.0003066877973768523,-0.6102557254689085,1,0,0.6102557254689085,1
ENSG00000287713,AC006517.2,0.003066877973768523,0.8491758931683879,0.5629120500600961,0.0009369260398515787,-0.8491758931683879,0.5629120500600961
ENSG00000059804,SLC2A3,0.4646320130259312,-0.6197409341323477,0.04752427715014421,0.7139376423669029,0.6197409341323477,0.04752427715014421
ENSG00000065970,FOXJ2,0.052443613351441744,-0.8564163127383067,0.018111323347654487,0.09462953002500946,0.8564163127383067,0.018111323347654487
ENSG00000171860,C3AR1,0.008280570529175012,-3.660881798538876,0.00000000000000000000009442639130900151,0.10774649458293155,3.660881798538876,0.00000000000000000000009442639130900151
ENSG00000089818,NECAP1,0.3241690018273329,0.16074378137087963,0.856547683266699,0.28951014631413785,-0.16074378137087963,0.856547683266699
ENSG00000111729,CLEC4A,0.004293629163275932,-6.607246975596571,0.00000000000000000000000000000000000000000000000000000000000000000000000012133785799298233,0.44785064704905464,6.607246975596571,0.00000000000000000000000000000000000000000000000000000000000000000000000012133785799298233
ENSG00000226711,FAM66C,0.011347448502943535,0.8303168659170721,0.4095987229666728,0.0056215562391094724,-0.8303168659170721,0.4095987229666728
ENSG00000276417,AC092111.2,0.0006133755947537046,-0.02529322474775242,1,0,0.02529322474775242,1
ENSG00000275367,AC092111.1,0.0015334389868842614,-1.3472213196351142,0.44919664511376867,0.0037477041594063147,1.3472213196351142,0.44919664511376867
ENSG00000171847,FAM90A1,0,-3.1952182261900646,0.15708211725071541,0.0018738520797031573,3.1952182261900646,0.15708211725071541
ENSG00000215241,LINC02449,0.0003066877973768523,-3.9321838203562702,0.00027114279315915087,0.008432334358664209,3.9321838203562702,0.00027114279315915087
ENSG00000286895,AC092745.5,0.0003066877973768523,-1.6102557254689085,0.6649933668744082,0.0009369260398515787,1.6102557254689085,0.6649933668744082
ENSG00000286504,AC092745.4,0.0006133755947537046,-3.347221319635114,0.0009915172621272205,0.008432334358664209,3.347221319635114,0.0009915172621272205
ENSG00000226091,LINC00937,0.009507321718682422,-4.829424245931071,0.000000000000000000000000000000000000000000007655447385360217,0.2782670338359189,4.829424245931071,0.000000000000000000000000000000000000000000007655447385360217
ENSG00000256101,AC092745.1,0,-3.1952182261900646,0.15708211725071541,0.0018738520797031573,3.1952182261900646,0.15708211725071541
ENSG00000205846,CLEC6A,0,-4.195218226190065,0.004823761506603336,0.0046846301992578936,4.195218226190065,0.004823761506603336
ENSG00000166527,CLEC4D,0.0003066877973768523,-7.268467208220702,0.000000000000000000000000000000034276171762140056,0.09369260398515787,7.268467208220702,0.000000000000000000000000000000034276171762140056
ENSG00000166523,CLEC4E,0,-9.187684553504656,0.0000000000000000000000000000000000000000000000000006871484354759667,0.17801594757179995,9.187684553504656,0.0000000000000000000000000000000000000000000000000006871484354759667
ENSG00000197614,MFAP5,0.0012267511895074092,0.7116723694184532,0.8158146143260909,0,-0.7116723694184532,0.8158146143260909
ENSG00000166532,RIMKLB,0.02944202854817782,1.0827665211097006,0.08088361014422114,0.013116964557922103,-1.0827665211097006,0.08088361014422114
ENSG00000249790,AC092490.1,0.018707955639987988,1.3439405849179664,0.19191448690926255,0.006558482278961051,-1.3439405849179664,0.19191448690926255
